NR_CONVENIO;NR_PARCELA_CRONO_DESEMBOLSO;MES_CRONO_DESEMBOLSO;ANO_CRONO_DESEMBOLSO;TIPO_RESP_CRONO_DESEMBOLSO;VALOR_PARCELA_CRONO_DESEMBOLSO
789790;4;4;2014;Convenente;29850
789790;5;8;2014;Convenente;17910
789790;6;12;2014;Convenente;11940
782588;1;12;2013;Concedente;493100
782588;2;6;2015;Convenente;37483,06
788633;1;10;2022;Concedente;48750
788633;2;11;2022;Concedente;73125
788633;3;12;2022;Concedente;121875
788633;4;10;2022;Convenente;19622,57
788633;5;11;2022;Convenente;29433,86
788633;6;12;2022;Convenente;49056,43
854046;1;12;2017;Concedente;3900000
854046;2;12;2017;Convenente;19885,03
854046;3;8;2024;Convenente;27522,3
847625;1;9;2018;Concedente;693538,11
847625;2;9;2018;Convenente;694,23
770019;1;1;2016;Concedente;975000
770019;2;1;2016;Convenente;97500
779484;1;1;2013;Concedente;2851875
779484;2;1;2013;Convenente;118828,13
780326;1;12;2012;Concedente;487500
780326;2;12;2012;Convenente;335879,74
799308;1;4;2014;Concedente;975000
799475;1;3;2014;Concedente;272650
799475;2;3;2014;Convenente;29449,1
799475;3;11;2018;Convenente;85135,88
799475;4;11;2025;Convenente;144091,08
793228;1;6;2021;Concedente;450000
793228;2;6;2021;Convenente;189398,99
787739;1;12;2013;Convenente;636810,52
787739;2;12;2013;Concedente;975000
786934;1;12;2023;Concedente;682500
786934;2;12;2023;Convenente;216148,3
774410;1;1;2013;Concedente;250000
774410;2;1;2013;Convenente;90261,95
843215;1;11;2017;Concedente;150000
843215;2;11;2017;Convenente;3000
847593;1;3;2021;Convenente;13218,89
847593;2;5;2023;Convenente;22781,11
847593;3;2;2021;Concedente;1309100,89
847593;4;6;2023;Concedente;257347,53
847593;5;5;2023;Concedente;929067,85
847593;6;4;2023;Concedente;916983,73
787711;1;2;2014;Concedente;877500
787711;2;2;2014;Convenente;625386,28
776630;1;1;2022;Concedente;438621,71
776630;2;1;2022;Convenente;652226,94
778006;1;5;2014;Concedente;11640000
778006;2;5;2014;Convenente;5708010,58
796400;1;2;2014;Concedente;170625
796400;2;2;2014;Convenente;3000
796400;3;5;2014;Concedente;102375
796400;4;5;2014;Convenente;3250
796400;5;7;2014;Concedente;68250
796400;6;7;2014;Convenente;2500
796400;7;8;2022;Convenente;42182,67
799308;2;4;2014;Convenente;25000
786300;1;12;2020;Concedente;7061740,66
786300;2;12;2020;Convenente;1772859,59
786300;3;8;2021;Rendimento de Aplicação;79666,77
779916;1;12;2012;Convenente;95361,4
779916;2;12;2012;Concedente;243750
788137;1;1;2016;Concedente;1800000
788137;2;1;2016;Convenente;348161,76
783301;1;1;2014;Concedente;1000000
783301;2;2;2014;Concedente;600000
783301;3;3;2014;Concedente;400000
783301;4;3;2019;Convenente;38668,07
783301;5;2;2024;Convenente;610574,44
783301;6;5;2024;Convenente;610574,44
790641;1;5;2016;Concedente;4245000
790641;2;12;2017;Concedente;4500000
790641;3;8;2019;Convenente;60000
790641;4;3;2016;Concedente;255000
790641;5;9;2021;Rendimento de Aplicação;1395222,98
775818;1;1;2015;Concedente;330000
775818;2;1;2023;Convenente;328896,38
778004;1;5;2014;Concedente;11640000
778004;2;5;2014;Convenente;5708060,8
778008;1;5;2014;Concedente;11640000
778008;2;5;2014;Convenente;5476995,27
779032;1;2;2013;Concedente;2793092,4
779032;2;4;2024;Convenente;1013228,76
779032;3;8;2025;Rendimento de Aplicação;149521,07
786738;1;8;2022;Convenente;4203,45
786738;2;4;2019;Convenente;8047,06
786738;3;3;2018;Convenente;3794,43
786738;4;3;2018;Concedente;70695,27
786738;5;4;2019;Concedente;149927,62
786738;6;8;2022;Concedente;79359,16
786738;7;4;2018;Concedente;98483,35
786738;8;4;2018;Convenente;5285,89
786738;9;5;2018;Concedente;149101
786738;10;6;2018;Concedente;241249,02
786738;11;6;2018;Convenente;12948,56
786738;12;7;2018;Concedente;219982,9
786738;13;7;2018;Convenente;11807,15
786738;14;1;2019;Concedente;153092,67
786738;15;1;2019;Convenente;8216,95
786738;16;2;2019;Concedente;156771,01
786738;17;5;2018;Convenente;8002,7
786738;18;2;2019;Convenente;8414,36
793519;1;1;2017;Concedente;670000
793519;2;8;2017;Rendimento de Aplicação;43093,44
793519;3;7;2019;Rendimento de Aplicação;500016,37
793519;4;8;2017;Concedente;171886,6
793519;5;10;2017;Concedente;560078,93
793519;6;11;2017;Concedente;10378,01
793519;7;12;2017;Concedente;83283,2
793519;8;9;2017;Concedente;83663,26
793519;9;1;2017;Convenente;180000
789723;1;12;2018;Concedente;394200
789723;2;12;2018;Convenente;5800
795601;1;8;2015;Concedente;870200
795601;2;2;2025;Convenente;663782,38
850390;1;8;2018;Concedente;370500
850390;2;11;2018;Concedente;555750
850390;3;2;2019;Concedente;555750
850390;4;5;2019;Concedente;370500
850390;5;8;2018;Convenente;1500
850390;6;11;2018;Convenente;2250
850390;7;2;2019;Convenente;2250
850390;8;5;2019;Convenente;1500
850390;9;8;2023;Convenente;519625,62
786964;1;2;2014;Concedente;975000
786964;2;2;2014;Convenente;46192,3
786964;3;11;2022;Convenente;46192,3
786964;4;12;2022;Convenente;46192,3
790407;1;12;2013;Concedente;1800000
790407;2;12;2024;Convenente;1025782,08
799400;1;1;2014;Concedente;104391,58
799400;2;2;2014;Concedente;172599,55
799400;3;3;2014;Concedente;229001,49
799400;4;4;2014;Concedente;200815,32
799400;5;5;2014;Concedente;243192,06
799400;6;1;2014;Convenente;66867,93
790637;1;5;2014;Concedente;6375000
790637;2;12;2017;Concedente;2125000
790637;3;8;2014;Convenente;42761
790637;4;3;2025;Rendimento de Aplicação;2075200
790637;5;1;2021;Rendimento de Aplicação;1673625,89
790637;6;2;2021;Rendimento de Aplicação;758404,63
849359;1;4;2018;Concedente;310000
849359;2;4;2018;Convenente;16250
849359;3;2;2018;Concedente;80000
789204;1;6;2014;Concedente;146250
789204;2;7;2014;Concedente;87750
789204;3;8;2014;Concedente;58500
789204;4;8;2014;Convenente;14033,85
786985;1;10;2013;Concedente;877500
786985;2;10;2013;Convenente;1133511,07
796136;1;11;2018;Concedente;487500
796136;2;11;2018;Convenente;388180,64
798183;1;1;2014;Concedente;1976600
798183;2;1;2014;Convenente;40338,78
808825;1;1;2015;Concedente;682500
808825;2;9;2023;Convenente;160774,23
803621;1;9;2016;Concedente;114865,26
803621;2;10;2016;Convenente;6042,06
803621;3;10;2020;Concedente;168880,32
803621;4;11;2020;Concedente;206427,23
803621;5;12;2020;Concedente;695227,19
783452;1;2;2024;Concedente;987600
783452;2;2;2024;Convenente;20400
783452;3;8;2024;Convenente;84934,29
799592;1;6;2014;Concedente;1609375
799592;2;7;2014;Concedente;965625
799592;3;8;2014;Concedente;643750
799592;4;6;2014;Convenente;35625
799592;5;7;2014;Convenente;21375
799592;6;1;2014;Convenente;14250
799592;7;10;2016;Convenente;3037,07
787731;1;10;2015;Concedente;975000
787731;2;10;2015;Convenente;430767,23
787731;3;7;2025;Convenente;451482,86
789198;1;3;2014;Concedente;2925000
789198;2;3;2014;Convenente;121875
794856;1;6;2014;Concedente;44494,16
794856;2;7;2014;Concedente;35438,81
794856;3;8;2014;Concedente;99161,63
794856;4;9;2014;Concedente;166685,4
799012;1;12;2013;Concedente;920000
799012;2;12;2013;Convenente;521300,79
799611;1;5;2016;Concedente;980000
799611;2;5;2016;Convenente;44958,62
799611;3;9;2024;Convenente;392517,2
790474;1;3;2021;Concedente;744514,98
790474;2;3;2021;Convenente;15306,12
790474;3;9;2022;Concedente;5485,02
805051;1;10;2014;Concedente;1462500
805051;2;10;2014;Convenente;1412948,87
808419;1;12;2014;Concedente;486954,17
808419;2;12;2014;Convenente;487,44
791354;1;1;2014;Concedente;280537,59
791354;2;3;2014;Concedente;168322,55
791354;3;5;2014;Concedente;112215,04
791354;4;1;2014;Convenente;14386,54
791354;5;3;2024;Convenente;2152,35
789629;1;9;2025;Concedente;987600
789629;2;9;2025;Convenente;263765,36
799335;1;12;2013;Concedente;4211536,22
799335;2;12;2013;Convenente;174323,18
784168;1;8;2014;Concedente;481531,13
784168;2;8;2014;Convenente;10442
800001;1;2;2015;Concedente;7000000
800001;2;3;2021;Concedente;4000000
800001;3;6;2021;Concedente;4000000
800001;4;9;2021;Concedente;4000000
800001;5;3;2016;Convenente;100000
800001;6;7;2019;Convenente;400000
800001;7;3;2021;Convenente;335000
800001;8;11;2021;Concedente;1000000
850470;1;12;2017;Concedente;4730740,99
850470;2;1;2018;Concedente;2358260,49
850470;3;3;2018;Concedente;7089001,48
850470;4;5;2018;Concedente;11815002,47
850470;5;7;2018;Concedente;11815002,47
850470;6;3;2018;Convenente;94800
850470;7;3;2019;Concedente;11815002,47
850470;8;5;2019;Concedente;11815002,47
850470;9;7;2019;Concedente;9452001,97
850470;10;9;2018;Concedente;9452001,97
850470;11;8;2019;Concedente;7089001,48
850470;12;9;2019;Concedente;7089001,48
811431;1;12;2023;Concedente;2300004,6
811431;2;12;2016;Convenente;200000,4
811431;3;10;2025;Rendimento de Aplicação;54309,44
799667;1;12;2013;Concedente;11960000
799667;2;12;2013;Convenente;2472808,94
799667;3;11;2021;Convenente;1798287,71
852978;1;2;2018;Concedente;1055721,6
800680;1;12;2013;Concedente;487500
800680;2;2;2014;Concedente;487500
800680;3;4;2014;Concedente;487500
800680;4;6;2014;Concedente;487500
800680;5;12;2013;Convenente;10000
800680;6;2;2014;Convenente;10000
800680;7;4;2014;Convenente;10000
800680;8;6;2014;Convenente;10000
800680;9;3;2024;Convenente;398101,66
793564;1;6;2021;Concedente;350000
793564;2;5;2022;Convenente;155527,68
789608;1;1;2015;Concedente;231929,52
789608;2;1;2015;Convenente;12015,46
798248;1;7;2015;Convenente;51631,08
798248;2;8;2015;Convenente;131332,8
798248;3;9;2015;Convenente;55513,67
798248;4;10;2015;Convenente;60971,67
798248;5;11;2015;Convenente;54967,77
798248;6;12;2015;Convenente;629069,5
798248;7;7;2015;Concedente;259586,98
798248;8;8;2015;Concedente;660305,51
798248;9;9;2015;Concedente;279107,63
798248;10;10;2015;Concedente;306548,95
798248;11;11;2015;Concedente;275443,7
798248;12;12;2015;Concedente;3162607,23
851302;1;4;2021;Concedente;99800
851302;2;6;2021;Concedente;186091,7
851302;3;9;2021;Concedente;186091,7
851302;4;12;2021;Concedente;27816,6
851359;1;11;2017;Concedente;893055,63
851359;2;4;2022;Convenente;133598,11
786689;1;1;2016;Concedente;394200
786689;2;1;2016;Convenente;191025,83
858310;1;12;2017;Concedente;999947
858310;2;3;2018;Concedente;3999791
858310;3;9;2024;Convenente;22957,08
855636;1;3;2018;Concedente;750000
855636;2;3;2018;Convenente;1500
854952;1;1;2018;Concedente;500000
854952;2;1;2018;Convenente;1000
855543;1;12;2017;Concedente;250000
855543;2;12;2017;Convenente;500
806769;1;11;2014;Concedente;487500
806769;2;11;2014;Convenente;49229,1
802264;1;10;2014;Concedente;400000
802264;2;1;2024;Convenente;543551,9
805242;1;1;2022;Concedente;394200
805242;2;1;2022;Convenente;5687,37
786562;1;12;2013;Convenente;20312,5
786562;2;12;2013;Concedente;487500
861774;1;11;2019;Concedente;1200000
861774;2;12;2019;Concedente;2400000
861774;3;1;2020;Concedente;2400000
861774;4;10;2019;Convenente;302108,58
861774;5;11;2019;Convenente;268569,13
861774;6;12;2019;Convenente;268569,13
861774;7;1;2020;Convenente;268570,77
861774;8;10;2025;Rendimento de Aplicação;582306,24
816558;1;6;2016;Concedente;585000
816558;2;9;2022;Convenente;304148,05
795431;1;3;2014;Concedente;2823267
795431;2;3;2014;Convenente;148593
795431;3;12;2023;Convenente;2300418,68
863912;1;12;2017;Concedente;3015207,25
863912;2;12;2017;Convenente;20305,51
863912;3;6;2025;Convenente;22619,48
863432;1;12;2017;Concedente;395043,88
863432;2;12;2019;Concedente;741267,43
863432;3;1;2020;Concedente;741267,44
863432;4;2;2020;Convenente;46919,75
863432;5;6;2020;Convenente;46919,76
794219;1;12;2014;Convenente;135217,4
794219;2;12;2014;Concedente;788982,6
794219;3;1;2017;Rendimento de Aplicação;102000,01
794219;4;7;2022;Rendimento de Aplicação;182952,37
794219;5;8;2022;Convenente;2921,15
794219;6;2;2024;Rendimento de Aplicação;48117,9
790621;1;10;2021;Concedente;1500000
790621;2;10;2021;Convenente;218475,77
794826;1;9;2015;Concedente;239447,64
794826;2;10;2015;Concedente;143668,58
794826;3;11;2015;Concedente;95779,07
794826;4;12;2015;Concedente;21104,71
794826;5;9;2015;Convenente;9976,99
794826;6;10;2015;Convenente;5986,19
794826;7;11;2015;Convenente;3990,79
808307;1;7;2018;Concedente;292500
808307;2;7;2018;Convenente;3000
805543;1;9;2014;Concedente;1482100
805543;2;9;2019;Convenente;2978,13
859017;1;12;2017;Concedente;1170000
859017;2;2;2018;Concedente;2340000
859017;3;3;2018;Concedente;2340000
859017;4;12;2017;Convenente;48000
857299;1;1;2018;Concedente;906030,9
857299;2;5;2018;Convenente;123656,11
857299;3;5;2018;Concedente;3624123,57
858417;1;6;2018;Concedente;1800000
858417;2;7;2018;Concedente;14426599,75
858417;3;8;2018;Concedente;14426599,75
858417;4;9;2018;Concedente;14426599,75
858417;5;10;2018;Concedente;14426599,75
858417;6;6;2018;Convenente;539489,81
858417;7;7;2018;Convenente;539489,81
858417;8;8;2018;Convenente;539489,81
858417;9;9;2018;Convenente;539489,81
805745;1;9;2014;Convenente;23140
805745;2;9;2014;Concedente;94860
805745;3;8;2018;Rendimento de Aplicação;8113
805745;4;7;2022;Convenente;24935,34
805745;5;2;2024;Rendimento de Aplicação;8515,96
808656;1;12;2017;Concedente;195000
808656;2;12;2017;Convenente;33000
800676;1;3;2014;Concedente;250000
800676;2;3;2014;Convenente;33946,1
800676;3;7;2014;Concedente;237500
788643;1;1;2014;Concedente;121875
788643;2;4;2014;Concedente;73125
788643;3;7;2014;Concedente;48750
788643;4;1;2014;Convenente;12187,5
788643;5;4;2014;Convenente;12187,5
795506;1;1;2014;Concedente;709998,1
795506;2;2;2014;Concedente;746000,21
795506;3;5;2014;Concedente;2900068,2
795506;4;8;2014;Concedente;59936,8
795506;5;5;2014;Convenente;1543304,44
799349;1;1;2014;Concedente;12675000
799349;2;1;2014;Convenente;258673,47
800158;1;11;2019;Concedente;694823,2
800158;2;12;2023;Convenente;4242845,91
800158;3;12;2019;Concedente;407472,1
800158;4;1;2020;Concedente;407472,1
800158;5;2;2020;Concedente;407472,1
800158;6;3;2020;Concedente;407472,1
800158;7;4;2020;Concedente;407472,1
800158;8;5;2020;Concedente;407472,1
800158;9;6;2020;Concedente;407472,1
800158;10;7;2020;Concedente;407472,1
806449;1;10;2016;Concedente;8500000
806449;2;8;2024;Convenente;483256,41
799983;1;12;2021;Concedente;3329999,96
799983;2;8;2024;Convenente;4910862,54
858417;10;10;2018;Convenente;2590758,53
863415;1;6;2021;Concedente;58148,17
863415;2;8;2021;Concedente;260000
863415;3;6;2021;Convenente;34187,15
863415;4;9;2021;Convenente;156897,76
863415;5;10;2021;Concedente;6851,83
863483;1;12;2024;Concedente;380000
863483;2;1;2025;Concedente;655000
863483;3;2;2025;Concedente;655000
863483;4;3;2025;Concedente;9520
863486;1;12;2017;Concedente;607221
863486;2;1;2018;Concedente;2428887
863486;3;8;2025;Convenente;185415,87
805992;1;7;2015;Concedente;988300
805992;2;9;2019;Convenente;82028,26
805992;3;1;2016;Concedente;988300
805992;4;12;2019;Convenente;82028,27
823364;1;11;2019;Concedente;1803750
823364;2;11;2019;Convenente;390000
822396;1;12;2016;Concedente;519986,36
822396;2;12;2016;Convenente;36013,64
822396;3;10;2016;Concedente;328264,77
822396;4;10;2016;Convenente;22735,23
822396;5;11;2016;Concedente;139348,87
822396;6;11;2016;Convenente;9651,13
812845;1;1;2022;Concedente;799994,9
812845;2;6;2022;Convenente;16170,24
812980;1;1;2019;Concedente;499990,4
812853;1;2;2015;Concedente;150000
812853;2;1;2015;Concedente;250000
812853;3;3;2015;Concedente;99719,22
808443;1;1;2015;Convenente;8775
808443;2;1;2015;Concedente;877500
820076;1;12;2023;Concedente;345450
820076;2;2;2024;Concedente;207270
820076;3;4;2023;Concedente;138180
820076;4;1;2024;Convenente;46042,14
811474;1;7;2016;Concedente;400000
811474;2;8;2016;Concedente;400000
811474;3;7;2016;Convenente;15493,14
811474;4;8;2016;Convenente;15493,15
811474;5;7;2025;Convenente;318584,28
813526;1;12;2014;Concedente;7731693,17
813526;2;12;2014;Convenente;7739,43
800943;1;8;2014;Concedente;2940000
800943;2;8;2014;Convenente;514294,17
865482;1;11;2024;Concedente;111238,1
865482;2;12;2024;Concedente;444952,38
865482;3;11;2024;Convenente;1624,52
865482;4;12;2024;Convenente;6498,09
812133;1;11;2023;Concedente;250000
812133;2;2;2024;Convenente;40983,29
819208;1;1;2016;Concedente;438750
819208;2;2;2016;Concedente;263250
819208;3;3;2016;Concedente;175500
819208;4;1;2016;Convenente;38152,98
819208;5;2;2016;Convenente;22891,1
819208;6;3;2016;Convenente;397687,24
807442;1;10;2020;Concedente;780000
807442;2;10;2020;Convenente;16836,6
807442;3;11;2020;Concedente;585000
807442;4;12;2020;Concedente;585000
807442;5;11;2020;Convenente;16836,6
807442;6;12;2020;Convenente;16836,61
805312;1;4;2019;Concedente;292500
805312;2;5;2019;Concedente;175500
805312;3;6;2019;Concedente;117000
805312;4;4;2019;Convenente;7500
805312;5;5;2019;Convenente;4500
805312;6;6;2019;Convenente;3000
802641;1;8;2014;Concedente;839950
802641;2;9;2014;Concedente;503970
802641;3;10;2014;Concedente;335980
802641;4;8;2014;Convenente;151863,82
812793;1;11;2014;Concedente;499998,44
812793;2;8;2020;Convenente;5166,55
800499;1;5;2015;Concedente;9750000
800499;2;5;2015;Convenente;410000
793809;1;1;2014;Concedente;2223000
793809;2;1;2014;Convenente;92625
803310;1;11;2014;Concedente;2489349,9
803310;2;3;2015;Convenente;551095,28
816882;1;3;2016;Concedente;4750000
816882;2;3;2016;Convenente;250000
873394;1;5;2019;Concedente;92190,48
873394;2;6;2019;Concedente;368761,9
873394;3;1;2019;Convenente;5409,28
873394;4;11;2024;Convenente;153954,35
870605;1;1;2024;Concedente;363569,33
870605;2;11;2024;Concedente;91352,38
870605;3;1;2025;Convenente;161490,23
874497;1;1;2019;Concedente;44571,42
874497;2;3;2019;Concedente;89142,86
874497;3;2;2019;Concedente;89142,86
874497;4;1;2019;Convenente;5428,57
874497;5;2;2019;Convenente;10857,15
874497;6;3;2019;Convenente;16389,8
875024;1;5;2022;Concedente;222857,14
875024;2;5;2022;Convenente;71403,28
869896;1;11;2018;Concedente;44571,43
869896;2;3;2019;Concedente;178285,71
869896;3;11;2018;Convenente;446
869896;4;3;2019;Convenente;1784
796068;1;12;2013;Concedente;497615,62
796068;2;2;2014;Concedente;497615,62
796068;3;4;2014;Concedente;497615,62
796068;4;6;2014;Concedente;497615,62
796068;5;12;2013;Convenente;10155,43
796068;6;2;2014;Convenente;10155,43
796068;7;4;2014;Convenente;10155,43
796068;8;6;2014;Convenente;10155,43
795533;1;12;2013;Concedente;10873842,3
795533;2;12;2013;Convenente;221915,15
795533;3;11;2021;Rendimento de Aplicação;2782158,5
795364;1;11;2015;Concedente;1000000
795364;2;12;2015;Concedente;2800000
795364;3;3;2016;Concedente;1200000
795364;4;6;2016;Convenente;1250000
795364;5;2;2022;Rendimento de Aplicação;1030000
795364;6;11;2023;Rendimento de Aplicação;20752,61
799014;1;4;2017;Concedente;101930,48
799014;2;5;2017;Concedente;612999,7
799014;3;6;2017;Concedente;205069,82
799014;4;4;2017;Convenente;77548,41
799014;5;5;2017;Convenente;466340,31
799014;6;6;2017;Convenente;156006,69
799638;1;1;2025;Concedente;1800000
799638;2;6;2025;Concedente;7245775
799638;3;12;2025;Concedente;7245775
799638;4;6;2026;Concedente;4955436
799638;5;6;2026;Convenente;1847564
802432;1;1;2025;Concedente;2938255,91
802432;2;2;2025;Convenente;1302978,28
806200;1;7;2016;Concedente;828750
806200;2;6;2016;Convenente;8759,23
801762;1;9;2019;Concedente;1330875
801762;2;9;2019;Convenente;55453,13
868035;1;9;2020;Concedente;222857,14
868035;2;9;2020;Convenente;48119,73
875731;1;9;2018;Concedente;109057,88
875731;2;10;2018;Concedente;197289,45
875731;3;11;2018;Concedente;249843,15
875731;4;9;2018;Convenente;345807,18
875731;5;10;2018;Convenente;200000
875731;6;11;2018;Convenente;200000
874515;1;5;2019;Concedente;201532,57
874515;2;6;2019;Concedente;806130,27
874515;3;5;2019;Convenente;222818,14
874515;4;6;2019;Convenente;200000
874515;5;12;2023;Convenente;523599,51
866459;1;12;2019;Concedente;88062,62
866459;2;12;2019;Convenente;11937,38
872166;1;12;2018;Concedente;1895515,72
872166;2;12;2018;Convenente;1897,41
874387;1;12;2018;Concedente;300000
874387;2;3;2019;Concedente;372413,79
874387;3;12;2018;Convenente;300000
874387;4;3;2019;Convenente;300622,66
877821;1;1;2019;Concedente;66963,81
877821;2;2;2019;Concedente;130327,62
877821;3;3;2019;Concedente;130327,62
877821;4;1;2021;Convenente;7200
877821;5;2;2021;Convenente;87682,31
880858;1;6;2021;Convenente;72550
880858;2;8;2021;Convenente;72550
880858;3;6;2021;Concedente;4800000
880858;4;8;2021;Concedente;9564864,86
826402;1;12;2015;Concedente;2999986,56
826402;2;12;2017;Convenente;232474,6
819891;1;2;2018;Concedente;2976438,28
819891;2;11;2024;Convenente;107808,83
870150;1;3;2019;Concedente;232380,95
870150;2;3;2019;Convenente;134991,29
829098;1;6;2020;Concedente;237080
829098;2;3;2023;Convenente;709926,27
829098;3;10;2022;Concedente;948320
